POID,SupplierID,ProductID,OrderedQty,ReceivedQty,UnitCost_USD,TotalCost_USD,Currency,ExchangeRate,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,IncoTerms,PortOfLoading,FreightCost_USD,BuyerName,ApprovalStatus,Notes,_ingested_at,_source_file,_pipeline_run_id
PO000388,  SUP0007,PRD0026,4100,0.0,2672.93,10959013.0,CAD,1.0,2023-03-13,2023-04-07,,Open,DDP,Yokohama,24707.22,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000389,SUP0030,PRD0036,3249,0.0,252.56,820567.44,BRL,0.9092,2022-12-01,2023-01-10,,Fullyreceived,FOB,,10169.82,,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000390,SUP0006,PRD0008,401,308.0,912.99,366108.99,CAD,1.0,2024-10-12,2024-12-06,2024-12-13,Partially Received,EXW,Port of NY,2846.51,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000391,SUP0024,PRD0026,2747,2747.0,286.01,785669.47,BRL,1.0,2022-11-07,2023-01-28,13 February 2023,Fully Received,FOB,Shanghai,15257.18,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000392,SUP0026,PRD0038,101,18.0,1303.17,131620.17,USD,1.2255,2024-08-11,2024-11-02,2024-11-17,Partially Received,CIF,Shanghai,240.33,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000393,SUP0032,PRD0004,810,810.0,830.69,672858.9,CAD,,2024/10/03,2024-12-19,2025-01-09,Fully Received,FCA,Hamburg,1073.43,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000394,SUP0030,PRD0004,1943,0.0,2763.28,5369053.04,SEK,1.0,12/29/24,2025-01-17,, Cancelled  ,DDP,Hamburg,4964.2,Anna Kowalski,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000395,SUP0026,PRD0002,3453,3453.0,1191.88,4115561.64,BRL,1.1795,2023-02-23,2023-03-14,2023-03-28,Fully Received,FOB ,Hamburg,15605.72,Luca Ferretti,APPROVED,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000396,  SUP0018 ,PRD0022,1064,1064.0,1908.79,2030952.56,NOK,1.0,2023/08/15,18/09/2023,10-06-2023,Fully Received,FCA,Rotterdam,2112.05,Luca Ferretti,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000397,SUP0009,PRD0017,2124,,1413.99,3003314.76,USD,1.2223,2024-09-03,2024-12-02,,On Hold,FOB ,Vancouver,13995.39,Maria Santos,rejected,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000398,SUP0024,PRD0011,4562,0.0,2300.82,10496340.84,JPY,1.0,01/21/24,2024-02-10,,Open,DAP,Port of LA,9311.67,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000399,SUP0039,PRD0040,2201,2201.0,2806.73,6177612.73,NOK,1.0,2024-09-08,2024-11-13,2024-11-16,Fully Received,CIF,Rotterdam,"$9,519.16",David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000400,SUP0017,PRD0009,4584,0.0,1451.49,6653630.16,NOK,1.0,2024-02-28,2024-04-20,,   Open,FOB ,Port of LA,17167.7,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000401,,PRD0039,3226,3226.0,1130.42,3646734.92,BRL,1.0954,2023-03-26,05-24-2023,06/06/2023,Fully Received,EXW,Port of NY,24969.61,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000402,SUP0026,PRD0017,3746,3746.0,2424.95,9083862.7,NOK,1.0,02/05/2023,2023-07-23,2023-08-08,Fully Received,DDP,Rotterdam,3634.99,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000403,SUP0001,PRD0028,4380,2850.0,"$2,406.53",10540601.4,CAD,1.0118,2024-06-02,2024-06-18,2024-06-28,  Partially Received ,fob,Santos,15741.48,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000404,SUP0034,PRD0010,871,871.0,1482.86,1291571.06,CAD,0.9262,2022-09-23,2022-11-05,2022-11-29,Fully Received,DDP,Yokohama,843.96,Priya Patel,PENDING,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000405,SUP0026,PRD0003,2041,2041.0,1921.5,3921781.5,SEK,1.0,2023-06-16,2023-07-17,09 August 2023,Fully Received,EXW,Yokohama,12094.03,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000406,SUP0002,PRD0007,4117,4117.0,2539.68,10455862.56,NOK,1.0,2022-10-03,08-Dec-2022,2022-12-29,Fully Received,DDP,Santos,18687.14,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000407,SUP0020,PRD0014,3208,3208.0,1008.67,3235813.36,USD,0.9921,21 October 2024,2024-11-29,2024/11/25, Fully Received,EXW,Yokohama,5375.92,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000408,SUP0009,PRD0032,-1048,-1048.0,1031.42,1080928.16,EUR,1.0691,2022-02-18,2022-04-06,2022-04-18,Fully Received,EXW,,5331.4,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000409,SUP0002,PRD0038,2278,2278.0,2954.69,"$6,730,783.82",NOK,1.0,2024-04-12,2024-05-08,2024-05-12,Fully Received,EXW,Vancouver,10271.99,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000410,SUP0028,PRD0005,4416,3224.0,1098.72,4851947.52,EUR,1.2017,2022-10-21,2023-01-02,2023-01-16,Partially Received,EXW,Vancouver,14546.64,Maria Santos,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000411,SUP0038,PRD0029,-3179,-2739.0,2595.85,8252207.15,JPY,1.0,13-Apr-2024,30-May-2024,2024-06-13,   Partially Received,EXW,,15824.32,Maria Santos,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO000412  ,SUP0040,PRD0021,1503,544.0,2384.66,3584143.98,USD,1.2662,2024-02-24,2024-04-16,2024/04/17,Partially Received,CIF,,5166.59,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000413,SUP0024,PRD0007,2129,2129.0,196.28,417880.12,,1.0,07/10/23,2023-09-25,02/10/2023,Fully Received,FOB ,Santos,9621.86,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO000414,SUP0019,PRD0004,683,683.0,858.37,586266.71,CAD,1.0,28-Oct-2024,19 December 2024,2025-01-06,Fully Received,EXW,Yokohama,1566.11,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000415,SUP0007,PRD0024,1626,1626.0,1694.74,2755647.24,EUR,0.8708,2022-07-19,2022-07-26,2022-08-02,Fully Received,EXW,Shanghai,4059.12,Robert Kleinman,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000416,SUP0016,PRD0012,657,657.0,2293.95 USD,1507125.15,SEK,,2024-01-23,2024-03-26,2024-04-09,Fully Received,DDP,Port of LA,3796.54,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000417,SUP0014,PRD0005,304,304.0,1319.43,401106.72,USD,1.0,2024/06/30,2024-07-22,2024-08-16,Fully Received,cif,Vancouver,415.07,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000418,SUP0011,PRD0006,2880,2880.0,$653.32,1881561.6,EUR,1.0,22-Sep-2022,2022-10-30,2022-11-26,Fully Received,FCA,,9631.41,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000419,SUP0026,PRD0022,4450,4450.0,$307.74,1369443.0,SEK,1.0,2024-12-31,15/02/2025,2025-03-15,Fully Received,FOB ,Rotterdam,23718.14,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000420,SUP0018,PRD0004,3312,,619.3,2051121.6,USD,1.0,2023-12-29,07 February 2024,2024-02-08,Fully Received,cif,Santos,15575.53,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000421,SUP0030,PRD0012,4095,4095.0,749.06,3067400.7,NOK,1.0033,2022-01-11,2022-02-01,11 February 2022,Fully Received,FOB ,Port of LA,29925.34,Robert Kleinman,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000422,SUP0026,PRD0001,3622,599.0,262.66,951354.52,USD,0.846,2024-11-07,2025-01-14,2025-01-20,Partially Received,cif,,11986.1,David Park,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000423,SUP0026,PRD0034,1141,172.0,"$2,421.19",2762577.79,EUR,0.8129,2023-06-28,2023-08-02,07/30/23,Partially Received,FCA,Hamburg,8551.33,Priya Patel,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000424,SUP0026,PRD0016,4168,0.0,"$1,603.48",6683304.64,NOK,1.0,2023-11-09,2023/11/21,,Open,DDP,Hamburg,16882.85,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000425,SUP0025,PRD0008,1939,1939.0,646.67,1253893.13,EUR,1.1391,2024-01-09,2024-02-22,2024-02-20,Fully Received,DAP,Yokohama,9669.02,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000426,SUP0028,PRD0022,1385,1385.0,345.21,478115.85,NOK,0.7864,2024-10-06,2024-12-16,2024-12-25, Fully Received  ,DAP,Port of NY,8939.79,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000427,SUP0037,PRD0026,3948,3948.0,136.42,538586.16,SEK,,2024-09-25,2024-10-12,2024-11-08,Fully Received,DAP,Rotterdam,10467.57,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000428,SUP0023,PRD0001,10,5.0,1075.41,10754.1,BRL,1.0,2023-07-31,2023-10-04,2023-10-08,Partially Received,DDP,,12.0,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000429,SUP0024,PRD0012,1750,1750.0,2799.51,4899142.5,NOK,1.0,09-14-2023,2023-10-14,10-15-2023,Fully Received,EXW,,1720.87,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000430,SUP0025,PRD0013,4207,0.0,589.49,2479984.43,SEK,1.2429,2023-05-17,2023-07-27,,Open,FCA,Hamburg,21624.96,James Chen,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000431,SUP0033,PRD0017,4718,4718.0,1011.83,4773813.94,JPY,1.0,06-Oct-2023,2023-11-17,2023-11-24,Fully Received,FOB ,Yokohama,7737.19,Maria Santos,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000432,SUP0008,PRD0025,585,0.0,2717.63,1589813.55,CAD,1.0,05-28-2022,08-11-2022,,Cancelled,fob,Yokohama,4633.61,,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000433,SUP0020,PRD0018,2586,0.0,"$1,117.28",2889286.08,NOK,1.0775,2022-09-15,2022-11-20,,Open,EXW,Santos,3695.57,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000434,SUP0001,PRD0032,3821,3821.0,1786.21,6825108.41,BRL,,2022-04-18,13 July 2022,2022-07-26,Fullyreceived,cif,Santos,11288.53,David Park,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000435,SUP0021,PRD0008,3296,1127.0,248.9,820374.4,USD,1.0,2022-04-22,2022/06/20,2022-06-28,Partially Received,FCA,Hamburg,5414.44,Robert Kleinman,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000436,SUP0039,PRD0007,1223,1223.0,1804.62,2207050.26,NOK,0.8958,2022-09-16,2022-11-17,2022-11-17,Fully Received,FCA,Santos,8132.13,Priya Patel,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000437,SUP0037,PRD0022,1172,0.0,732.79,858829.88 USD,USD,1.0,2022-02-19,2022-03-01,,On Hold,CIF,,3160.36,Robert Kleinman,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000438,SUP0027,PRD0013,4764,4764.0,1335.17,6360749.88,JPY,1.0,2022-02-04,2022-02-20,2022-02-15,Fully Received,EXW,Hamburg,22120.88,James Chen,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000439,SUP0027,PRD0019,4505,0.0,1017.8,4585189.0,CAD,1.3031,2023-12-29,2024-01-10,,On Hold,EXW,Vancouver,17075.1,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000440,SUP0029,PRD0018,4291,4291.0,1154.31,4953144.21,CAD,1.0,2024-09-18,2024-11-13,2024-11-28,Fully Received,EXW,Shanghai,33876.56,David Park,Pending,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000441,SUP0035,PRD0023,1128,676.0,2610.5,2944644.0,USD,1.3382,2024-03-10,12-May-2024,2024-05-24,Partially Received,EXW,Port of LA,5506.98,Luca Ferretti,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000442 ,SUP0008,PRD0033,436,436.0,1587.63,692206.68,EUR,,2022/09/20,2022-11-19,2022-11-20,Fully Received,EXW,Santos,2845.9,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000443,SUP0024,PRD0015,400,185.0,851.68,340672.0,SEK,1.0,13 May 2023,2023-07-29,2023-08-03,Partially Received,DAP,Port of LA,380.15 USD,Robert Kleinman,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000444,SUP0020,PRD0012,830,830.0,89.93,74641.9,NOK,1.0,2023-01-03,30/01/2023,2023/02/26,Fully Received,,Port of NY,2563.69,Maria Santos,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000445,SUP0037,PRD0033,1528,1528.0,961.85,1469706.8,NOK,1.0,05-08-2022,01-Jun-2022,06-23-2022,Fully Received,DAP,Hamburg,2200.39,Priya Patel,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000446,SUP0040,PRD0015,401,289.0,2898.25,1162198.25,CAD,1.0486,2024-05-20,07/09/24,11/07/2024,Partially Received,DDP,,816.72,James Chen,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000447,SUP0015,PRD0002,3749,3749.0,2554.18,9575620.82,EUR,1.0335,2024-05-06,2024-07-13,12/07/2024,Fully Received,DDP,,25354.67,James Chen,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000448,SUP0032,PRD0006,2471,0.0,2253.68,5568843.28,JPY,1.0,2023-12-01,2024/01/31,,Cancelled,EXW,Port of LA,3912.63,Anna Kowalski,approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000449,SUP0033,PRD0038,3783,3783.0,843.62,3191414.46,CAD,0.9237,2023-09-12,2023-10-28,29 October 2023,Fully Received,FCA,Vancouver,5128.33,David Park,APPROVED,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000450,SUP0023,PRD0030,3084,3084.0,491.78,1516649.52,BRL,1.3462,2024/10/28,2024-11-09,2024-11-22,Fully Received,fob,Port of LA,2048.91,,approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000451,SUP0022,PRD0035,4782,0.0,1428.9,6832999.8,BRL,1.0306,2023-03-23,2023-04-01,,Open,CIF,Yokohama,23300.27,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO000452,SUP0007,PRD0033,784,784.0,596.9,467969.6,JPY,1.0,2024-05-31,2024-08-13,31 August 2024,Fully Received,DDP,Port of NY,5781.45,Maria Santos,PENDING,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000453,,PRD0015,4589,4589.0,2230.77,10237003.53,BRL,1.0,2023-12-24,2024-02-07,2024-02-13,Fully Received,FCA,,21579.85,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000454,SUP0021,PRD0037,245,0.0,2370.17,580691.65,SEK,1.0,2022-12-19,09/01/2023,,Open,DDP,Shanghai,1342.56,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000455,SUP0015,PRD0011,-2181,-2181.0,386.14,842171.34,SEK,1.0,2022-06-06,2022-08-03,28-Aug-2022,Fully Received,cif,Shanghai,14981.58,David Park,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000456,SUP0016,PRD0036,548,548.0,2392.07,1310854.36,JPY,1.0,2024-09-11,2024-10-13,26/10/2024,Fully Received,,Yokohama,764.42,Maria Santos,Pending,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000457,SUP0020,PRD0040,620,620.0,1442.36,894263.2,USD,0.959,2022-11-08,2022-11-29,2022-11-27,Fully Received,EXW,Vancouver,3284.56,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000458,SUP0014,PRD0034,18,18.0,2931.76,52771.68,SEK,1.0,2022/07/19,2022-08-04,2022-07-31,Fully Received,FOB ,Hamburg,143.75,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
   PO000459,SUP0002,PRD0003,364,309.0,"$1,791.56",652127.84,JPY,0.8019,2024-01-31,2024-03-29,2024-04-01,Partially Received,FCA,Shanghai,1181.95,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000460,SUP0019,PRD0014,1583,1583.0,586.92,929094.36,USD,1.2593,01/10/2022,2022-12-11,2022-12-30,Fully Received,EXW,Santos,2450.74,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000461,SUP0036,PRD0007,3110,3110.0,312.31,971284.1,USD,1.2913,2022-06-29,2022-08-21,2022-09-04,   Fully Received  ,EXW,Yokohama,23759.8,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000462,SUP0032,PRD0011,3853,3853.0,1412.72,5443210.16,NOK,,07/12/22,2022-08-03,2022-08-23,Fully Received,,Rotterdam,2741.46,James Chen,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000463,SUP0025,PRD0037,3455,0.0,2028.81,7009538.55,EUR,1.0,2023-10-19,2023-11-23,,Open,cif,Rotterdam,8709.09,Priya Patel,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
 PO000464  ,SUP0040,PRD0016,200,0.0,1718.94,343788.0,BRL,0.87,2024-12-08,2025-02-11,,Cancelled,FOB ,Yokohama,948.73,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000465,SUP0005,PRD0011,1699,1699.0,1289.57,2190979.43,,1.0,2024-01-30,2024-04-28,2024-05-11,Fully Received,FCA,Rotterdam,12537.78,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000466,SUP0009,PRD0026,3216,2853.0,1613.53,5189112.48,BRL,1.0,2024-05-02,2024/05/29,2024-06-06,Partially Received,EXW,Vancouver,9989.42,Luca Ferretti,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
  PO000467  ,SUP0039,PRD0010,3516,3516.0,2199.75,7734321.0,USD,,2023-01-30,2023-02-08,2023-02-16,Fully Received,FOB,Vancouver,11993.54,Robert Kleinman,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000468,SUP0004,PRD0023,4858,4858.0,1671.46,8119952.68 USD,SEK,1.0,2024-01-30,02/20/24,2024-03-08,Fully Received,CIF,,38182.55,David Park,Rejected,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000469,SUP0003,PRD0020,63,8.0,2594.67,163464.21,USD,,18-Apr-2022,04-30-2022,2022-05-06,Partially Received,,,339.91,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000470,SUP0009,PRD0018,2816,2816.0,2192.89,6175178.24,SEK,0.8072,2023-09-07,2023-11-04,2023-11-20,Fully Received,,,16429.54,Priya Patel,Approved,Expedited shipping requested,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000471,SUP0027,PRD0025,171,171.0,1794.27,306820.17,USD,1.0,2023-08-27,2023-11-18,2023-12-01,Fully Received,FOB,Shanghai,283.28,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000472,SUP0010,PRD0036,39,39.0,1478.76,57671.64,USD,0.7891,2022-07-13,01 September 2022,2022-08-29,Fully Received,cif,Port of LA,53.94,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000473,SUP0029,PRD0035,4744,4185.0,1594.58,7564687.52,JPY,1.0546,07 February 2023,2023-03-26,2023-04-08,Partially Received,DAP,Port of LA,37522.22,Priya Patel,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000474,SUP0028,PRD0022,2929,2929.0,526.51,1542147.79 USD,USD,1.1002,2023-05-24,2023-06-16,2023-06-24,   Fully Received ,,Shanghai,3748.07,Maria Santos,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000475,SUP0016,PRD0035,3420,3420.0,2067.99,"$7,072,525.80",JPY,1.0,2024-05-08,2024-06-11,06-07-2024,Fully Received,FOB ,Yokohama,6776.07,James Chen,Approved,Force majeure clause active,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000476,SUP0004,PRD0016,1864,0.0,2776.4,5175209.6,NOK,1.176,2023-08-23,2023-11-17,,Cancelled,EXW,Port of LA,1019.55,Anna Kowalski,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000477,SUP0016,PRD0022,249,249.0,1692.63 USD,"$421,464.87",BRL,1.3292,2023-11-10,2023-12-30,2024-01-06, Fully Received,FOB ,Port of NY,1599.83,Anna Kowalski,Approved,TBD,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000478,SUP0004,PRD0017,4711,3177.0,934.46,4402241.06,JPY,1.0,2023-03-02,2023-05-19,2023-06-02,Partially Received,fob,Santos,31161.5,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000479,SUP0018,PRD0030,2855,0.0,2179.95,6223757.25,NOK,1.0,2022-10-01,2022-12-28,,Cancelled,FOB,Shanghai,20860.65,,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000480,SUP0003,PRD0004,2013,766.0,559.73,1126736.49,USD,1.0,2023-12-30,2024-01-28,2024-01-25,Partially Received,DDP,Port of LA,12641.8,Maria Santos,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000481,SUP0028,PRD0029,3836,3836.0,1516.25,5816335.0,NOK,0.8433,2022-05-18,2022-07-26,2022-07-28, Fully Received  ,CIF,Yokohama,26632.8,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000482,SUP0035,PRD0010,3802,0.0,113.6,431907.2,JPY,,2023-07-17,06/08/2023,,  Cancelled  ,FCA,,23855.62,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000483,SUP0024,PRD0026,2130,0.0,1798.19,3830144.7,CAD,1.0,04-12-2024,2024-05-11,,Open,EXW,Rotterdam,9407.41,Maria Santos,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000484,SUP0019,PRD0020,3047,3047.0,806.57,2457618.79,NOK,1.0142,27/10/2022,2022-11-12,2022-11-30,Fully Received,DAP,,14852.07,,Approved,Quality hold pending lab results,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000485,SUP0039,PRD0032,2354,1956.0,2685.49,6321643.46,NOK,1.0,2022-12-10,28/12/2022,2022-12-25,Partially Received,EXW,Santos,5843.32,Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000486,SUP0010,PRD0015,3867,3867.0,1075.61,4159383.87,,1.0,2022-06-20,05-Aug-2022,2022-09-03,Fully Received,FOB,Port of NY,"$24,200.88",Robert Kleinman,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
PO000487,SUP0022,PRD0002,3132,3132.0,$777.81,2436100.92,USD,1.0,2024-11-23,2024-12-03,05/12/2024,Fully Received,FCA,Rotterdam,22188.47,,Approved,,2026-06-24 00:13:41.399663,PurchaseOrders.csv,20260624_001341
