POID,SupplierID,ProductID,OrderedQty,ReceivedQty,UnitCost_USD,TotalCost_USD,Currency,ExchangeRate,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,Status,IncoTerms,PortOfLoading,FreightCost_USD,BuyerName,ApprovalStatus,Notes,_silver_transformed_at,actual_lead_time_days,expected_lead_time_days,is_late_delivery,receipt_rate
PO000403,SUP0001,PRD0028,4380.0,2850.0,,10540601.4,CAD,1.0118,2024-06-02,2024-06-18,2024-06-28,Partially Received,FOB,Santos,15741.48,,Approved,,2026-06-24 00:14:16.766567,26.0,16.0,1.0,0.6507
PO000404,SUP0034,PRD0010,871.0,871.0,1482.86,1291571.06,CAD,0.9262,2022-09-23,2022-11-05,2022-11-29,Fully Received,DDP,Yokohama,843.96,Priya Patel,Pending,Force majeure clause active,2026-06-24 00:14:16.766567,67.0,43.0,1.0,1.0
PO000405,SUP0026,PRD0003,2041.0,2041.0,1921.5,3921781.5,SEK,1.0,2023-06-16,2023-07-17,2023-08-09,Fully Received,EXW,Yokohama,12094.03,David Park,Approved,,2026-06-24 00:14:16.766567,54.0,31.0,1.0,1.0
PO000406,SUP0002,PRD0007,4117.0,4117.0,2539.68,10455862.56,NOK,1.0,2022-10-03,2022-12-08,2022-12-29,Fully Received,DDP,Santos,18687.14,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,87.0,66.0,1.0,1.0
PO000407,SUP0020,PRD0014,3208.0,3208.0,1008.67,3235813.36,USD,0.9921,2024-10-21,2024-11-29,2024-11-25,Fully Received,EXW,Yokohama,5375.92,David Park,Approved,,2026-06-24 00:14:16.766567,35.0,39.0,0.0,1.0
PO000408,SUP0009,PRD0032,-1048.0,-1048.0,1031.42,1080928.16,EUR,1.0691,2022-02-18,2022-04-06,2022-04-18,Fully Received,EXW,<Na>,5331.4,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,59.0,47.0,1.0,
PO000409,SUP0002,PRD0038,2278.0,2278.0,2954.69,,NOK,1.0,2024-04-12,2024-05-08,2024-05-12,Fully Received,EXW,Vancouver,10271.99,Priya Patel,Approved,,2026-06-24 00:14:16.766567,30.0,26.0,1.0,1.0
PO000410,SUP0028,PRD0005,4416.0,3224.0,1098.72,4851947.52,EUR,1.2017,2022-10-21,2023-01-02,2023-01-16,Partially Received,EXW,Vancouver,14546.64,Maria Santos,Pending,,2026-06-24 00:14:16.766567,87.0,73.0,1.0,0.7301
PO000411,SUP0038,PRD0029,-3179.0,-2739.0,2595.85,8252207.15,JPY,1.0,2024-04-13,2024-05-30,2024-06-13,Partially Received,EXW,<Na>,15824.32,Maria Santos,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,61.0,47.0,1.0,
PO000412,SUP0040,PRD0021,1503.0,544.0,2384.66,3584143.98,USD,1.2662,2024-02-24,2024-04-16,2024-04-17,Partially Received,CIF,<Na>,5166.59,David Park,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,53.0,52.0,1.0,0.3619
PO000413,SUP0024,PRD0007,2129.0,2129.0,196.28,417880.12,<NA>,1.0,2023-07-10,2023-09-25,2023-02-10,Fully Received,FOB,Santos,9621.86,Luca Ferretti,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,-150.0,77.0,0.0,1.0
PO000414,SUP0019,PRD0004,683.0,683.0,858.37,586266.71,CAD,1.0,2024-10-28,2024-12-19,2025-01-06,Fully Received,EXW,Yokohama,1566.11,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,70.0,52.0,1.0,1.0
PO000415,SUP0007,PRD0024,1626.0,1626.0,1694.74,2755647.24,EUR,0.8708,2022-07-19,2022-07-26,2022-08-02,Fully Received,EXW,Shanghai,4059.12,Robert Kleinman,Approved,TBD,2026-06-24 00:14:16.766567,14.0,7.0,1.0,1.0
PO000416,SUP0016,PRD0012,657.0,657.0,,1507125.15,SEK,,2024-01-23,2024-03-26,2024-04-09,Fully Received,DDP,Port Of La,3796.54,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,77.0,63.0,1.0,1.0
PO000417,SUP0014,PRD0005,304.0,304.0,1319.43,401106.72,USD,1.0,,2024-07-22,2024-08-16,Fully Received,CIF,Vancouver,415.07,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000418,SUP0011,PRD0006,2880.0,2880.0,,1881561.6,EUR,1.0,2022-09-22,2022-10-30,2022-11-26,Fully Received,FCA,<Na>,9631.41,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,65.0,38.0,1.0,1.0
PO000419,SUP0026,PRD0022,4450.0,4450.0,,1369443.0,SEK,1.0,2024-12-31,,2025-03-15,Fully Received,FOB,Rotterdam,23718.14,David Park,Approved,,2026-06-24 00:14:16.766567,74.0,,0.0,1.0
PO000420,SUP0018,PRD0004,3312.0,,619.3,2051121.6,USD,1.0,2023-12-29,2024-02-07,2024-02-08,Fully Received,CIF,Santos,15575.53,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,41.0,40.0,1.0,
PO000421,SUP0030,PRD0012,4095.0,4095.0,749.06,3067400.7,NOK,1.0033,2022-01-11,2022-02-01,2022-02-11,Fully Received,FOB,Port Of La,29925.34,Robert Kleinman,Pending,,2026-06-24 00:14:16.766567,31.0,21.0,1.0,1.0
PO000422,SUP0026,PRD0001,3622.0,599.0,262.66,951354.52,USD,0.846,2024-11-07,2025-01-14,2025-01-20,Partially Received,CIF,<Na>,11986.1,David Park,Approved,TBD,2026-06-24 00:14:16.766567,74.0,68.0,1.0,0.1654
PO000423,SUP0026,PRD0034,1141.0,172.0,,2762577.79,EUR,0.8129,2023-06-28,2023-08-02,2023-07-30,Partially Received,FCA,Hamburg,8551.33,Priya Patel,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,32.0,35.0,0.0,0.1507
PO000424,SUP0026,PRD0016,4168.0,0.0,,6683304.64,NOK,1.0,2023-11-09,,,Open,DDP,Hamburg,16882.85,Luca Ferretti,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,,,0.0
PO000425,SUP0025,PRD0008,1939.0,1939.0,646.67,1253893.13,EUR,1.1391,2024-01-09,2024-02-22,2024-02-20,Fully Received,DAP,Yokohama,9669.02,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,42.0,44.0,0.0,1.0
PO000426,SUP0028,PRD0022,1385.0,1385.0,345.21,478115.85,NOK,0.7864,2024-10-06,2024-12-16,2024-12-25,Fully Received,DAP,Port Of Ny,8939.79,James Chen,Approved,,2026-06-24 00:14:16.766567,80.0,71.0,1.0,1.0
PO000427,SUP0037,PRD0026,3948.0,3948.0,136.42,538586.16,SEK,,2024-09-25,2024-10-12,2024-11-08,Fully Received,DAP,Rotterdam,10467.57,James Chen,Approved,,2026-06-24 00:14:16.766567,44.0,17.0,1.0,1.0
PO000428,SUP0023,PRD0001,10.0,5.0,1075.41,10754.1,BRL,1.0,2023-07-31,2023-10-04,2023-10-08,Partially Received,DDP,<Na>,12.0,,Approved,,2026-06-24 00:14:16.766567,69.0,65.0,1.0,0.5
PO000429,SUP0024,PRD0012,1750.0,1750.0,2799.51,4899142.5,NOK,1.0,2023-09-14,2023-10-14,2023-10-15,Fully Received,EXW,<Na>,1720.87,James Chen,Approved,,2026-06-24 00:14:16.766567,31.0,30.0,1.0,1.0
PO000430,SUP0025,PRD0013,4207.0,0.0,589.49,2479984.43,SEK,1.2429,2023-05-17,2023-07-27,,Open,FCA,Hamburg,21624.96,James Chen,Approved,TBD,2026-06-24 00:14:16.766567,,71.0,,0.0
PO000431,SUP0033,PRD0017,4718.0,4718.0,1011.83,4773813.94,JPY,1.0,2023-10-06,2023-11-17,2023-11-24,Fully Received,FOB,Yokohama,7737.19,Maria Santos,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,49.0,42.0,1.0,1.0
PO000432,SUP0008,PRD0025,585.0,0.0,2717.63,1589813.55,CAD,1.0,2022-05-28,2022-08-11,,Cancelled,FOB,Yokohama,4633.61,,Approved,TBD,2026-06-24 00:14:16.766567,,75.0,,0.0
PO000433,SUP0020,PRD0018,2586.0,0.0,,2889286.08,NOK,1.0775,2022-09-15,2022-11-20,,Open,EXW,Santos,3695.57,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,66.0,,0.0
PO000434,SUP0001,PRD0032,3821.0,3821.0,1786.21,6825108.41,BRL,,2022-04-18,2022-07-13,2022-07-26,Fully Received,CIF,Santos,11288.53,David Park,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,99.0,86.0,1.0,1.0
PO000435,SUP0021,PRD0008,3296.0,1127.0,248.9,820374.4,USD,1.0,2022-04-22,,2022-06-28,Partially Received,FCA,Hamburg,5414.44,Robert Kleinman,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,67.0,,0.0,0.3419
PO000436,SUP0039,PRD0007,1223.0,1223.0,1804.62,2207050.26,NOK,0.8958,2022-09-16,2022-11-17,2022-11-17,Fully Received,FCA,Santos,8132.13,Priya Patel,Approved,,2026-06-24 00:14:16.766567,62.0,62.0,0.0,1.0
PO000437,SUP0037,PRD0022,1172.0,0.0,732.79,,USD,1.0,2022-02-19,2022-03-01,,On Hold,CIF,<Na>,3160.36,Robert Kleinman,Pending,,2026-06-24 00:14:16.766567,,10.0,,0.0
PO000438,SUP0027,PRD0013,4764.0,4764.0,1335.17,6360749.88,JPY,1.0,2022-02-04,2022-02-20,2022-02-15,Fully Received,EXW,Hamburg,22120.88,James Chen,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,11.0,16.0,0.0,1.0
PO000439,SUP0027,PRD0019,4505.0,0.0,1017.8,4585189.0,CAD,1.3031,2023-12-29,2024-01-10,,On Hold,EXW,Vancouver,17075.1,James Chen,Approved,,2026-06-24 00:14:16.766567,,12.0,,0.0
PO000440,SUP0029,PRD0018,4291.0,4291.0,1154.31,4953144.21,CAD,1.0,2024-09-18,2024-11-13,2024-11-28,Fully Received,EXW,Shanghai,33876.56,David Park,Pending,Expedited shipping requested,2026-06-24 00:14:16.766567,71.0,56.0,1.0,1.0
PO000441,SUP0035,PRD0023,1128.0,676.0,2610.5,2944644.0,USD,1.3382,2024-03-10,2024-05-12,2024-05-24,Partially Received,EXW,Port Of La,5506.98,Luca Ferretti,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,75.0,63.0,1.0,0.5993
PO000442,SUP0008,PRD0033,436.0,436.0,1587.63,692206.68,EUR,,,2022-11-19,2022-11-20,Fully Received,EXW,Santos,2845.9,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000443,SUP0024,PRD0015,400.0,185.0,851.68,340672.0,SEK,1.0,2023-05-13,2023-07-29,2023-08-03,Partially Received,DAP,Port Of La,,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,82.0,77.0,1.0,0.4625
PO000444,SUP0020,PRD0012,830.0,830.0,89.93,74641.9,NOK,1.0,2023-01-03,,2023-02-26,Fully Received,<NA>,Port Of Ny,2563.69,Maria Santos,Pending,,2026-06-24 00:14:16.766567,54.0,,0.0,1.0
PO000445,SUP0037,PRD0033,1528.0,1528.0,961.85,1469706.8,NOK,1.0,2022-05-08,2022-06-01,2022-06-23,Fully Received,DAP,Hamburg,2200.39,Priya Patel,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,46.0,24.0,1.0,1.0
PO000446,SUP0040,PRD0015,401.0,289.0,2898.25,1162198.25,CAD,1.0486,2024-05-20,2024-07-09,2024-11-07,Partially Received,DDP,<Na>,816.72,James Chen,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,171.0,50.0,1.0,0.7207
PO000447,SUP0015,PRD0002,3749.0,3749.0,2554.18,9575620.82,EUR,1.0335,2024-05-06,2024-07-13,2024-12-07,Fully Received,DDP,<Na>,25354.67,James Chen,Pending,,2026-06-24 00:14:16.766567,215.0,68.0,1.0,1.0
PO000448,SUP0032,PRD0006,2471.0,0.0,2253.68,5568843.28,JPY,1.0,2023-12-01,,,Cancelled,EXW,Port Of La,3912.63,Anna Kowalski,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,,,,0.0
PO000449,SUP0033,PRD0038,3783.0,3783.0,843.62,3191414.46,CAD,0.9237,2023-09-12,2023-10-28,2023-10-29,Fully Received,FCA,Vancouver,5128.33,David Park,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,47.0,46.0,1.0,1.0
PO000450,SUP0023,PRD0030,3084.0,3084.0,491.78,1516649.52,BRL,1.3462,,2024-11-09,2024-11-22,Fully Received,FOB,Port Of La,2048.91,,Approved,,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000451,SUP0022,PRD0035,4782.0,0.0,1428.9,6832999.8,BRL,1.0306,2023-03-23,2023-04-01,,Open,CIF,Yokohama,23300.27,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,9.0,,0.0
PO000452,SUP0007,PRD0033,784.0,784.0,596.9,467969.6,JPY,1.0,2024-05-31,2024-08-13,2024-08-31,Fully Received,DDP,Port Of Ny,5781.45,Maria Santos,Pending,,2026-06-24 00:14:16.766567,92.0,74.0,1.0,1.0
PO000454,SUP0021,PRD0037,245.0,0.0,2370.17,580691.65,SEK,1.0,2022-12-19,2023-09-01,,Open,DDP,Shanghai,1342.56,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,256.0,,0.0
PO000455,SUP0015,PRD0011,-2181.0,-2181.0,386.14,842171.34,SEK,1.0,2022-06-06,2022-08-03,2022-08-28,Fully Received,CIF,Shanghai,14981.58,David Park,Approved,,2026-06-24 00:14:16.766567,83.0,58.0,1.0,
PO000456,SUP0016,PRD0036,548.0,548.0,2392.07,1310854.36,JPY,1.0,2024-09-11,2024-10-13,2024-10-26,Fully Received,<NA>,Yokohama,764.42,Maria Santos,Pending,,2026-06-24 00:14:16.766567,45.0,32.0,1.0,1.0
PO000457,SUP0020,PRD0040,620.0,620.0,1442.36,894263.2,USD,0.959,2022-11-08,2022-11-29,2022-11-27,Fully Received,EXW,Vancouver,3284.56,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,19.0,21.0,0.0,1.0
PO000458,SUP0014,PRD0034,18.0,18.0,2931.76,52771.68,SEK,1.0,,2022-08-04,2022-07-31,Fully Received,FOB,Hamburg,143.75,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,,0.0,1.0
PO000459,SUP0002,PRD0003,364.0,309.0,,652127.84,JPY,0.8019,2024-01-31,2024-03-29,2024-04-01,Partially Received,FCA,Shanghai,1181.95,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,61.0,58.0,1.0,0.8489
PO000460,SUP0019,PRD0014,1583.0,1583.0,586.92,929094.36,USD,1.2593,2022-01-10,2022-12-11,2022-12-30,Fully Received,EXW,Santos,2450.74,Robert Kleinman,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,354.0,335.0,1.0,1.0
PO000461,SUP0036,PRD0007,3110.0,3110.0,312.31,971284.1,USD,1.2913,2022-06-29,2022-08-21,2022-09-04,Fully Received,EXW,Yokohama,23759.8,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,67.0,53.0,1.0,1.0
PO000462,SUP0032,PRD0011,3853.0,3853.0,1412.72,5443210.16,NOK,,2022-07-12,2022-08-03,2022-08-23,Fully Received,<NA>,Rotterdam,2741.46,James Chen,Approved,,2026-06-24 00:14:16.766567,42.0,22.0,1.0,1.0
PO000463,SUP0025,PRD0037,3455.0,0.0,2028.81,7009538.55,EUR,1.0,2023-10-19,2023-11-23,,Open,CIF,Rotterdam,8709.09,Priya Patel,Approved,,2026-06-24 00:14:16.766567,,35.0,,0.0
PO000464,SUP0040,PRD0016,200.0,0.0,1718.94,343788.0,BRL,0.87,2024-12-08,2025-02-11,,Cancelled,FOB,Yokohama,948.73,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,65.0,,0.0
PO000465,SUP0005,PRD0011,1699.0,1699.0,1289.57,2190979.43,<NA>,1.0,2024-01-30,2024-04-28,2024-05-11,Fully Received,FCA,Rotterdam,12537.78,,Approved,,2026-06-24 00:14:16.766567,102.0,89.0,1.0,1.0
PO000466,SUP0009,PRD0026,3216.0,2853.0,1613.53,5189112.48,BRL,1.0,2024-05-02,,2024-06-06,Partially Received,EXW,Vancouver,9989.42,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,35.0,,0.0,0.8871
PO000467,SUP0039,PRD0010,3516.0,3516.0,2199.75,7734321.0,USD,,2023-01-30,2023-02-08,2023-02-16,Fully Received,FOB,Vancouver,11993.54,Robert Kleinman,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,17.0,9.0,1.0,1.0
PO000468,SUP0004,PRD0023,4858.0,4858.0,1671.46,,SEK,1.0,2024-01-30,2024-02-20,2024-03-08,Fully Received,CIF,<Na>,38182.55,David Park,Rejected,Price renegotiated Q4,2026-06-24 00:14:16.766567,38.0,21.0,1.0,1.0
PO000469,SUP0003,PRD0020,63.0,8.0,2594.67,163464.21,USD,,2022-04-18,2022-04-30,2022-05-06,Partially Received,<NA>,<Na>,339.91,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,18.0,12.0,1.0,0.127
PO000470,SUP0009,PRD0018,2816.0,2816.0,2192.89,6175178.24,SEK,0.8072,2023-09-07,2023-11-04,2023-11-20,Fully Received,<NA>,<Na>,16429.54,Priya Patel,Approved,Expedited shipping requested,2026-06-24 00:14:16.766567,74.0,58.0,1.0,1.0
PO000471,SUP0027,PRD0025,171.0,171.0,1794.27,306820.17,USD,1.0,2023-08-27,2023-11-18,2023-12-01,Fully Received,FOB,Shanghai,283.28,,Approved,,2026-06-24 00:14:16.766567,96.0,83.0,1.0,1.0
PO000472,SUP0010,PRD0036,39.0,39.0,1478.76,57671.64,USD,0.7891,2022-07-13,2022-09-01,2022-08-29,Fully Received,CIF,Port Of La,53.94,Anna Kowalski,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,47.0,50.0,0.0,1.0
PO000473,SUP0029,PRD0035,4744.0,4185.0,1594.58,7564687.52,JPY,1.0546,2023-02-07,2023-03-26,2023-04-08,Partially Received,DAP,Port Of La,37522.22,Priya Patel,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,60.0,47.0,1.0,0.8822
PO000474,SUP0028,PRD0022,2929.0,2929.0,526.51,,USD,1.1002,2023-05-24,2023-06-16,2023-06-24,Fully Received,<NA>,Shanghai,3748.07,Maria Santos,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,31.0,23.0,1.0,1.0
PO000475,SUP0016,PRD0035,3420.0,3420.0,2067.99,,JPY,1.0,2024-05-08,2024-06-11,2024-06-07,Fully Received,FOB,Yokohama,6776.07,James Chen,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,30.0,34.0,0.0,1.0
PO000476,SUP0004,PRD0016,1864.0,0.0,2776.4,5175209.6,NOK,1.176,2023-08-23,2023-11-17,,Cancelled,EXW,Port Of La,1019.55,Anna Kowalski,Approved,,2026-06-24 00:14:16.766567,,86.0,,0.0
PO000477,SUP0016,PRD0022,249.0,249.0,,,BRL,1.3292,2023-11-10,2023-12-30,2024-01-06,Fully Received,FOB,Port Of Ny,1599.83,Anna Kowalski,Approved,TBD,2026-06-24 00:14:16.766567,57.0,50.0,1.0,1.0
PO000478,SUP0004,PRD0017,4711.0,3177.0,934.46,4402241.06,JPY,1.0,2023-03-02,2023-05-19,2023-06-02,Partially Received,FOB,Santos,31161.5,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,92.0,78.0,1.0,0.6744
PO000479,SUP0018,PRD0030,2855.0,0.0,2179.95,6223757.25,NOK,1.0,2022-10-01,2022-12-28,,Cancelled,FOB,Shanghai,20860.65,,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,,88.0,,0.0
PO000480,SUP0003,PRD0004,2013.0,766.0,559.73,1126736.49,USD,1.0,2023-12-30,2024-01-28,2024-01-25,Partially Received,DDP,Port Of La,12641.8,Maria Santos,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,26.0,29.0,0.0,0.3805
PO000481,SUP0028,PRD0029,3836.0,3836.0,1516.25,5816335.0,NOK,0.8433,2022-05-18,2022-07-26,2022-07-28,Fully Received,CIF,Yokohama,26632.8,James Chen,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,71.0,69.0,1.0,1.0
PO000482,SUP0035,PRD0010,3802.0,0.0,113.6,431907.2,JPY,,2023-07-17,2023-06-08,,Cancelled,FCA,<Na>,23855.62,,Approved,,2026-06-24 00:14:16.766567,,-39.0,,0.0
PO000483,SUP0024,PRD0026,2130.0,0.0,1798.19,3830144.7,CAD,1.0,2024-04-12,2024-05-11,,Open,EXW,Rotterdam,9407.41,Maria Santos,Approved,,2026-06-24 00:14:16.766567,,29.0,,0.0
PO000484,SUP0019,PRD0020,3047.0,3047.0,806.57,2457618.79,NOK,1.0142,,2022-11-12,2022-11-30,Fully Received,DAP,<Na>,14852.07,,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,,,1.0,1.0
PO000485,SUP0039,PRD0032,2354.0,1956.0,2685.49,6321643.46,NOK,1.0,2022-12-10,,2022-12-25,Partially Received,EXW,Santos,5843.32,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,15.0,,0.0,0.8309
PO000486,SUP0010,PRD0015,3867.0,3867.0,1075.61,4159383.87,<NA>,1.0,2022-06-20,2022-08-05,2022-09-03,Fully Received,FOB,Port Of Ny,,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,75.0,46.0,1.0,1.0
PO000487,SUP0022,PRD0002,3132.0,3132.0,,2436100.92,USD,1.0,2024-11-23,2024-12-03,2024-05-12,Fully Received,FCA,Rotterdam,22188.47,,Approved,,2026-06-24 00:14:16.766567,-195.0,10.0,0.0,1.0
PO000488,SUP0039,PRD0007,4142.0,4142.0,2247.78,9310304.76,USD,1.0,2024-05-21,2024-08-11,2024-09-02,Fully Received,DDP,Santos,28133.36,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,104.0,82.0,1.0,1.0
PO000489,SUP0007,PRD0014,3398.0,1789.0,140.71,478132.58,USD,1.0,2023-02-15,2023-05-12,2023-05-25,Partially Received,CIF,Santos,4080.35,David Park,Approved,,2026-06-24 00:14:16.766567,99.0,86.0,1.0,0.5265
PO000490,SUP0013,PRD0003,3487.0,0.0,803.66,2802362.42,EUR,1.0,2022-02-10,2022-05-07,,Open,CIF,Shanghai,18080.59,,Approved,Quality hold pending lab results,2026-06-24 00:14:16.766567,,86.0,,0.0
PO000491,SUP0013,PRD0021,515.0,515.0,1586.7,817150.5,JPY,1.0,2023-04-05,2023-05-24,2023-05-30,Fully Received,FCA,Santos,1832.77,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,55.0,49.0,1.0,1.0
PO000492,SUP0010,PRD0011,2566.0,0.0,1260.61,3234725.26,BRL,1.2164,2022-01-30,2022-02-09,,Open,DAP,<Na>,15607.56,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,10.0,,0.0
PO000493,SUP0013,PRD0021,1470.0,915.0,2540.37,3734343.9,USD,1.0,2022-11-07,2022-07-24,2022-07-20,Partially Received,DDP,Shanghai,10282.66,James Chen,Approved,,2026-06-24 00:14:16.766567,-110.0,-106.0,0.0,0.6224
PO000494,SUP0002,PRD0001,2941.0,2941.0,2819.11,8291002.51,SEK,1.0,2022-01-15,2022-02-15,2022-02-21,Fully Received,CIF,Rotterdam,6916.37,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,37.0,31.0,1.0,1.0
PO000495,SUP0040,PRD0031,3244.0,3244.0,687.33,2229698.52,CAD,0.974,2023-06-22,2023-07-07,2023-07-19,Fully Received,EXW,Port Of Ny,5858.08,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,27.0,15.0,1.0,1.0
PO000496,SUP0015,PRD0018,298.0,0.0,1370.04,408271.92,NOK,1.0,2023-12-16,2024-03-08,,Cancelled,DAP,<Na>,1499.93,James Chen,Approved,,2026-06-24 00:14:16.766567,,83.0,,0.0
PO000497,SUP0030,PRD0017,4698.0,4698.0,2008.9,9437812.2,BRL,1.0,2022-02-14,2022-05-13,2022-06-12,Fully Received,CIF,Yokohama,6932.43,James Chen,Approved,,2026-06-24 00:14:16.766567,118.0,88.0,1.0,1.0
PO000498,SUP0035,PRD0011,380.0,274.0,1767.31,671577.8,CAD,0.8847,2024-01-18,2024-02-27,2024-03-01,Partially Received,CIF,Yokohama,904.43,Priya Patel,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,43.0,40.0,1.0,0.7211
PO000499,SUP0027,PRD0004,2446.0,2446.0,1630.7,3988692.2,USD,1.0,2024-04-29,2024-06-24,2024-06-25,Fully Received,CIF,Rotterdam,,Luca Ferretti,Rejected,,2026-06-24 00:14:16.766567,57.0,56.0,1.0,1.0
PO000500,SUP0004,PRD0031,346.0,346.0,2521.03,872276.38,BRL,1.1798,2023-03-27,2023-06-05,2023-06-26,Fully Received,FOB,Shanghai,2418.52,Robert Kleinman,Pending,,2026-06-24 00:14:16.766567,91.0,70.0,1.0,1.0
PO000501,SUP0031,PRD0006,3961.0,3961.0,2045.19,8100997.59,BRL,1.2692,2023-12-23,2024-02-05,2024-02-22,Fully Received,FCA,Rotterdam,3932.07,James Chen,Approved,,2026-06-24 00:14:16.766567,61.0,44.0,1.0,1.0
PO000502,SUP0022,PRD0040,3119.0,0.0,2405.21,7501849.99,BRL,0.8908,2022-01-19,2022-02-07,,Open,EXW,Hamburg,24282.92,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,19.0,,0.0
PO000503,SUP0012,PRD0019,4226.0,4226.0,425.66,1798839.16,USD,1.0152,2022-04-16,2022-05-19,2022-05-19,Fully Received,FOB,<Na>,24551.05,David Park,Approved,Price renegotiated Q4,2026-06-24 00:14:16.766567,33.0,33.0,0.0,1.0
PO000504,SUP0036,PRD0004,3195.0,1896.0,2154.87,,CAD,0.8288,2022-02-13,2022-02-27,2022-02-28,Partially Received,CIF,Port Of Ny,17531.07,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,15.0,14.0,1.0,0.5934
PO000505,SUP0039,PRD0012,0.0,0.0,1872.49,0.0,USD,1.0,2022-02-13,2022-03-22,,Open,DDP,Vancouver,0.0,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,,37.0,,
PO000507,SUP0036,PRD0001,3258.0,3258.0,2140.04,6972250.32,NOK,1.0,2023-07-05,2023-09-20,2023-10-02,Fully Received,CIF,Hamburg,5939.58,Priya Patel,Approved,Force majeure clause active,2026-06-24 00:14:16.766567,89.0,77.0,1.0,1.0
PO000508,SUP0016,PRD0008,3944.0,3944.0,985.42,3886496.48,USD,0.9882,2022-03-25,2022-04-03,2022-03-31,Fully Received,CIF,Port Of Ny,25108.23,Luca Ferretti,Approved,,2026-06-24 00:14:16.766567,6.0,9.0,0.0,1.0
PO000509,SUP0032,PRD0012,2032.0,2032.0,1941.55,3945229.6,SEK,1.0,2022-11-07,2022-12-31,2022-11-03,Fully Received,DAP,<Na>,10530.48,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,-4.0,54.0,0.0,1.0
PO000510,SUP0006,PRD0039,2319.0,0.0,563.18,1306014.42,NOK,1.0,2024-01-19,2024-03-07,,Cancelled,DDP,Rotterdam,14384.47,David Park,Pending,,2026-06-24 00:14:16.766567,,48.0,,0.0
PO000511,SUP0022,PRD0024,3861.0,3861.0,438.24,1692044.64,<NA>,1.0,2024-01-07,2024-08-23,2024-09-14,Fully Received,FCA,<Na>,26837.08,Robert Kleinman,Approved,,2026-06-24 00:14:16.766567,251.0,229.0,1.0,1.0
